dataset,band_code,band_label,unit,tax,currency,geo,period,year,half,price_EUR_kWh,retrieved_date
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,AT,2017-S2,2017,S2,0.0997,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,AT,2018-S1,2018,S1,0.0997,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,AT,2018-S2,2018,S2,0.1012,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,AT,2019-S1,2019,S1,0.1076,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,AT,2019-S2,2019,S2,0.1088,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,AT,2020-S1,2020,S1,0.1191,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,AT,2020-S2,2020,S2,0.1184,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,AT,2021-S1,2021,S1,0.1228,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,AT,2021-S2,2021,S2,0.1278,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,AT,2022-S1,2022,S1,0.1617,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,AT,2022-S2,2022,S2,0.1786,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,AT,2023-S1,2023,S1,0.2597,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,AT,2023-S2,2023,S2,0.2471,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,AT,2024-S1,2024,S1,0.1987,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,AT,2024-S2,2024,S2,0.2006,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,AT,2025-S1,2025,S1,0.2029,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,AT,2025-S2,2025,S2,0.1986,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BA,2010-S1,2010,S1,0.0622,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BA,2010-S2,2010,S2,0.0616,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BA,2011-S1,2011,S1,0.0613,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BA,2011-S2,2011,S2,0.0644,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BA,2012-S1,2012,S1,0.0646,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BA,2012-S2,2012,S2,0.0655,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BA,2013-S1,2013,S1,0.0653,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BA,2013-S2,2013,S2,0.0655,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BA,2014-S1,2014,S1,0.0652,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BA,2014-S2,2014,S2,0.0621,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BA,2015-S1,2015,S1,0.0625,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BA,2015-S2,2015,S2,0.0613,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BA,2016-S1,2016,S1,0.0612,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BA,2016-S2,2016,S2,0.0607,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BA,2017-S1,2017,S1,0.0594,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BA,2017-S2,2017,S2,0.0614,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BA,2018-S1,2018,S1,0.0661,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BA,2018-S2,2018,S2,0.0653,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BA,2019-S1,2019,S1,0.0667,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BA,2019-S2,2019,S2,0.0698,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BA,2020-S1,2020,S1,0.0734,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BA,2020-S2,2020,S2,0.073,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BA,2021-S1,2021,S1,0.0747,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BA,2021-S2,2021,S2,0.0723,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BA,2022-S1,2022,S1,0.0741,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BA,2022-S2,2022,S2,0.0893,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BA,2023-S1,2023,S1,0.091,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BA,2023-S2,2023,S2,0.0903,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BA,2024-S1,2024,S1,0.0956,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BA,2024-S2,2024,S2,0.0952,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BA,2025-S1,2025,S1,0.1101,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BA,2025-S2,2025,S2,0.1126,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2007-S2,2007,S2,0.0949,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2008-S1,2008,S1,0.1069,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2008-S2,2008,S2,0.0961,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2009-S1,2009,S1,0.1111,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2009-S2,2009,S2,0.1079,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2010-S1,2010,S1,0.1057,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2010-S2,2010,S2,0.1054,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2011-S1,2011,S1,0.1098,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2011-S2,2011,S2,0.1147,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2012-S1,2012,S1,0.1076,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2012-S2,2012,S2,0.1107,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2013-S1,2013,S1,0.1078,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2013-S2,2013,S2,0.1099,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2014-S1,2014,S1,0.1094,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2014-S2,2014,S2,0.1086,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2015-S1,2015,S1,0.11,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2015-S2,2015,S2,0.1081,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2016-S1,2016,S1,0.1115,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2016-S2,2016,S2,0.1158,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2017-S1,2017,S1,0.1104,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2017-S2,2017,S2,0.1087,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2018-S1,2018,S1,0.1095,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2018-S2,2018,S2,0.1142,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2019-S1,2019,S1,0.115,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2019-S2,2019,S2,0.1152,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2020-S1,2020,S1,0.1171,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2020-S2,2020,S2,0.1185,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2021-S1,2021,S1,0.1218,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2021-S2,2021,S2,0.1439,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2022-S1,2022,S1,0.1943,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2022-S2,2022,S2,0.2367,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2023-S1,2023,S1,0.2269,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2023-S2,2023,S2,0.2164,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2024-S1,2024,S1,0.178,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2024-S2,2024,S2,0.1815,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2025-S1,2025,S1,0.194,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BE,2025-S2,2025,S2,0.1866,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2007-S2,2007,S2,0.0568,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2008-S1,2008,S1,0.0562,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2008-S2,2008,S2,0.0649,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2009-S1,2009,S1,0.0649,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2009-S2,2009,S2,0.0639,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2010-S1,2010,S1,0.0649,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2010-S2,2010,S2,0.0664,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2011-S1,2011,S1,0.0648,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2011-S2,2011,S2,0.0667,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2012-S1,2012,S1,0.0694,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2012-S2,2012,S2,0.0776,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2013-S1,2013,S1,0.0813,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2013-S2,2013,S2,0.0726,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2014-S1,2014,S1,0.0746,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2014-S2,2014,S2,0.0757,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2015-S1,2015,S1,0.0692,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2015-S2,2015,S2,0.0782,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2016-S1,2016,S1,0.1002,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2016-S2,2016,S2,0.0788,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2017-S1,2017,S1,0.0763,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2017-S2,2017,S2,0.079,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2018-S1,2018,S1,0.081,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2018-S2,2018,S2,0.0846,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2019-S1,2019,S1,0.0887,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2019-S2,2019,S2,0.0868,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2020-S1,2020,S1,0.0816,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2020-S2,2020,S2,0.0843,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2021-S1,2021,S1,0.0962,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2021-S2,2021,S2,0.1564,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2022-S1,2022,S1,0.1736,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2022-S2,2022,S2,0.1794,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2023-S1,2023,S1,0.1492,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2023-S2,2023,S2,0.1362,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2024-S1,2024,S1,0.1136,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2024-S2,2024,S2,0.1322,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2025-S1,2025,S1,0.1271,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,BG,2025-S2,2025,S2,0.1413,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2007-S2,2007,S2,0.1391,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2008-S1,2008,S1,0.1427,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2008-S2,2008,S2,0.1807,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2009-S1,2009,S1,0.1186,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2009-S2,2009,S2,0.1494,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2010-S1,2010,S1,0.1505,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2010-S2,2010,S2,0.173,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2011-S1,2011,S1,0.1674,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2011-S2,2011,S2,0.2109,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2012-S1,2012,S1,0.2239,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2012-S2,2012,S2,0.2342,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2013-S1,2013,S1,0.2077,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2013-S2,2013,S2,0.2013,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2014-S1,2014,S1,0.1748,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2014-S2,2014,S2,0.1903,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2015-S1,2015,S1,0.1393,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2015-S2,2015,S2,0.1412,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2016-S1,2016,S1,0.1048,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2016-S2,2016,S2,0.1295,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2017-S1,2017,S1,0.1414,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2017-S2,2017,S2,0.1392,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2018-S1,2018,S1,0.1405,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2018-S2,2018,S2,0.1811,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2019-S1,2019,S1,0.1619,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2019-S2,2019,S2,0.18,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2020-S1,2020,S1,0.1448,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2020-S2,2020,S2,0.1364,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2021-S1,2021,S1,0.1515,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2021-S2,2021,S2,0.1946,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2022-S1,2022,S1,0.2471,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2022-S2,2022,S2,0.3162,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2023-S1,2023,S1,0.2762,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2023-S2,2023,S2,0.2759,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2024-S1,2024,S1,0.2453,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2024-S2,2024,S2,0.2578,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2025-S1,2025,S1,0.2321,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CY,2025-S2,2025,S2,0.2429,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2007-S2,2007,S2,0.0946,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2008-S1,2008,S1,0.1107,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2008-S2,2008,S2,0.1121,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2009-S1,2009,S1,0.1069,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2009-S2,2009,S2,0.1122,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2010-S1,2010,S1,0.1033,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2010-S2,2010,S2,0.1081,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2011-S1,2011,S1,0.1108,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2011-S2,2011,S2,0.1082,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2012-S1,2012,S1,0.1039,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2012-S2,2012,S2,0.1029,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2013-S1,2013,S1,0.1023,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2013-S2,2013,S2,0.099,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2014-S1,2014,S1,0.0829,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2014-S2,2014,S2,0.0819,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2015-S1,2015,S1,0.0772,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2015-S2,2015,S2,0.0783,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2016-S1,2016,S1,0.073,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2016-S2,2016,S2,0.0732,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2017-S1,2017,S1,0.0688,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2017-S2,2017,S2,0.071,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2018-S1,2018,S1,0.0733,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2018-S2,2018,S2,0.0721,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2019-S1,2019,S1,0.0768,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2019-S2,2019,S2,0.0784,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2020-S1,2020,S1,0.0846,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2020-S2,2020,S2,0.0842,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2021-S1,2021,S1,0.0883,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2021-S2,2021,S2,0.0905,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2022-S1,2022,S1,0.1573,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2022-S2,2022,S2,0.184,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2023-S1,2023,S1,0.1974,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2023-S2,2023,S2,0.1798,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2024-S1,2024,S1,0.185,2026-05-28
